origen,h,objetivo,modelo,pronostico,real,p025,p10,p90,p975
2024-02,8,2024-10,estacional,4.08339,2.00918,2.10528,2.98523,7.36436,8.48445
2024-03,8,2024-11,estacional,4.55365,2.27199,2.57763,3.46083,7.82464,8.94720
2024-04,8,2024-12,estacional,4.18703,1.96630,2.21310,3.05532,7.44805,8.57308
2024-05,8,2025-01,estacional,4.02224,1.85158,2.05040,2.84487,7.27328,8.40078
2024-06,8,2025-02,estacional,3.56762,1.47733,1.59787,2.39061,6.80869,7.93865
2024-07,8,2025-03,estacional,3.22971,1.27718,1.26204,2.06596,6.46080,7.59323
2024-08,8,2025-04,estacional,3.47089,1.65183,1.50532,2.30875,6.70121,7.82691
2024-09,8,2025-05,estacional,3.31884,1.68666,1.35536,2.04905,6.54839,7.66735
2024-10,8,2025-06,estacional,3.23554,1.69371,1.20631,1.90286,6.46431,7.57654
2024-11,8,2025-07,estacional,3.43784,1.68880,1.37252,2.05813,6.66584,7.77134
2024-12,8,2025-08,estacional,3.24439,1.10633,1.07860,1.80677,6.47161,7.57038
2025-01,8,2025-09,estacional,3.34385,1.35839,1.14315,1.86301,6.57030,7.66233
2025-02,8,2025-10,estacional,3.50040,1.35177,1.30095,1.99518,6.72607,7.81138
2025-03,8,2025-11,estacional,3.43545,1.36861,1.23725,1.88167,6.66035,7.73892
2025-04,8,2025-12,estacional,3.79385,1.50880,1.59691,2.17832,7.01798,8.08982
2025-05,8,2026-01,estacional,3.80086,1.70092,1.60517,2.16868,7.02421,8.08932
2025-06,8,2026-02,estacional,3.70190,2.21417,1.50745,2.07211,6.92080,7.98285
2025-07,8,2026-03,estacional,3.58977,3.80455,1.39658,1.91842,6.80422,7.86322
2025-08,8,2026-04,estacional,2.85454,4.01414,0.66261,1.12588,6.06455,7.12049
2025-09,8,2026-05,estacional,2.92084,3.90505,0.73016,1.12979,6.12640,7.17928
2025-10,8,2026-06,estacional,2.94725,4.00891,0.75781,1.08754,6.14836,7.19817
2025-11,8,2026-07,estacional,3.12660,4.06515,0.93842,1.22440,6.32326,7.37002
2025-12,8,2026-08,estacional,3.65504,4.43781,1.43082,1.73581,6.84725,7.89095
2026-01,8,2026-09,estacional,3.69732,,1.47337,1.73821,6.88509,7.92573
2026-02,8,2026-10,estacional,4.35148,,2.12780,2.39566,7.53479,8.57238
2026-03,8,2026-11,estacional,5.77008,,3.54667,3.81755,8.94895,9.98347
2026-04,8,2026-12,estacional,6.20019,,3.97705,4.25242,9.32823,10.40608
2026-05,8,2027-01,estacional,5.81426,,3.59138,3.87124,8.89147,10.01264
2026-06,8,2027-02,estacional,5.37649,,3.15388,3.43823,8.40288,9.56736
2026-07,8,2027-03,estacional,4.06852,,1.84618,2.13502,7.04408,8.25189
2026-08,8,2027-04,estacional,3.65758,,1.43551,1.72884,6.58232,7.83345
2015-09,9,2016-06,estacional,3.21833,3.34162,3.11804,3.15106,3.94721,4.08909
2015-10,9,2016-07,estacional,3.29028,2.96196,3.19126,3.22474,4.01872,4.15810
2015-11,9,2016-08,estacional,3.60205,2.94253,3.50429,3.53825,4.37950,4.59994
2015-12,9,2016-09,estacional,4.04972,3.12667,3.95323,3.98766,4.91754,5.18229
2016-01,9,2016-10,estacional,4.25083,3.40529,4.15561,4.19051,5.23680,5.50997
2016-02,9,2016-11,estacional,3.81386,3.34963,3.71990,3.75527,4.78391,5.06829
2016-03,9,2016-12,estacional,3.49918,3.23488,3.40648,3.44233,4.45332,4.74891
2016-04,9,2017-01,estacional,2.84449,3.09636,2.75306,2.78938,3.78272,4.08952
2016-05,9,2017-02,estacional,2.94609,3.24979,2.85593,2.89112,3.87259,4.18642
2016-06,9,2017-03,estacional,3.03692,3.97485,2.94802,2.98208,3.95169,4.27254
2016-07,9,2017-04,estacional,2.95825,3.69472,2.79405,2.89098,3.86128,4.18916
2016-08,9,2017-05,estacional,3.03368,3.03980,2.65568,2.95742,3.92497,4.25989
2016-09,9,2017-06,estacional,3.03733,2.73244,2.34487,2.93325,3.91689,4.25884
2016-10,9,2017-07,estacional,3.56315,2.85207,2.70985,3.35419,4.43097,4.77995
2016-11,9,2017-08,estacional,3.78889,3.17381,2.93753,3.41980,4.64498,5.00099
2016-12,9,2017-09,estacional,3.85389,2.94500,3.00447,3.49839,4.69824,5.06128
2017-01,9,2017-10,estacional,3.65906,2.04014,2.81158,3.31715,4.49168,4.86175
2017-02,9,2017-11,estacional,3.44767,1.54434,2.60213,3.11936,4.26856,4.64566
2017-03,9,2017-12,estacional,4.00848,1.36486,3.16759,3.68657,4.93471,5.20396
2017-04,9,2018-01,estacional,3.41850,1.25319,2.58226,3.10299,4.33302,4.61146
2017-05,9,2018-02,estacional,2.66578,1.17956,1.83418,2.35666,3.56859,3.85622
2017-06,9,2018-03,estacional,1.83572,0.36314,1.00878,1.51677,2.72683,3.02364
2017-07,9,2018-04,estacional,2.13525,0.48487,1.30652,1.73898,3.01466,3.32066
2017-08,9,2018-05,estacional,3.06688,0.93069,2.24150,2.54231,3.93458,4.24977
2017-09,9,2018-06,estacional,3.15061,1.42933,2.25280,2.52220,4.00661,4.33098
2017-10,9,2018-07,estacional,2.64817,1.61610,1.72796,1.97834,3.49247,3.82603
2017-11,9,2018-08,estacional,2.11484,1.07058,0.65249,1.39032,2.94743,3.29018
2017-12,9,2018-09,estacional,2.09819,1.28028,0.26596,1.25265,2.91908,3.27102
2018-01,9,2018-10,estacional,2.56451,1.84089,0.47124,1.66195,3.38398,3.73482
2018-02,9,2018-11,estacional,2.76838,2.16710,0.68166,1.84816,3.58644,3.93617
2018-03,9,2018-12,estacional,2.54298,2.19252,0.46281,1.23526,3.35962,3.70826
2018-04,9,2019-01,estacional,2.36132,2.12916,0.28770,0.88056,3.17655,3.52408
2018-05,9,2019-02,estacional,2.30508,2.00339,0.15069,0.75251,3.11889,3.46532
2018-06,9,2019-03,estacional,2.74857,2.24744,0.59490,1.11706,3.56096,3.90630
2018-07,9,2019-04,estacional,3.01302,2.59265,0.86008,1.38466,3.82399,4.16823
2018-08,9,2019-05,estacional,2.86835,2.72513,0.71615,1.24314,3.67791,4.02105
2018-09,9,2019-06,estacional,2.78759,2.29478,0.63611,1.16553,3.59574,3.93777
2018-10,9,2019-07,estacional,2.69322,2.11191,0.54247,1.07430,3.49995,3.84088
2018-11,9,2019-08,estacional,2.96797,2.03972,0.81795,1.36232,3.76767,4.11312
2018-12,9,2019-09,estacional,2.80151,1.85101,0.65222,1.20913,3.59419,3.94414
2019-01,9,2019-10,estacional,2.64531,1.88056,0.49675,1.06621,3.43097,3.78543
2019-02,9,2019-11,estacional,2.39548,1.86680,0.24764,0.82964,3.17410,3.53308
2019-03,9,2019-12,estacional,2.47835,1.90009,0.33124,0.92578,3.24995,3.61343
2019-04,9,2020-01,estacional,2.73424,1.88836,0.58787,1.19495,3.49882,3.86681
2019-05,9,2020-02,estacional,2.87595,1.90404,0.73030,1.34992,3.63350,4.00600
2019-06,9,2020-03,estacional,2.67133,1.82153,0.52641,1.15857,3.42185,3.79887
2019-07,9,2020-04,estacional,2.40017,1.72449,0.25597,0.90068,3.14366,3.52519
2019-08,9,2020-05,estacional,2.12017,1.78192,-0.02330,0.63395,2.85664,3.24267
2019-09,9,2020-06,estacional,2.21266,1.59873,0.06992,0.72781,2.94888,3.33265
2019-10,9,2020-07,estacional,2.27560,1.86170,0.13359,0.79211,3.01157,3.39307
2019-11,9,2020-08,estacional,2.56806,1.68740,0.42678,1.08594,3.30379,3.68302
2019-12,9,2020-09,estacional,2.59065,1.81955,0.45010,1.10989,3.32614,3.70309
2020-01,9,2020-10,estacional,2.38990,1.72400,0.25007,0.91050,3.12514,3.49982
2020-02,9,2020-11,estacional,2.31964,2.14221,0.18055,0.84161,3.05464,3.42705
2020-03,9,2020-12,estacional,2.24070,1.97323,0.10233,0.76403,2.97545,3.34559
2020-04,9,2021-01,estacional,2.42572,2.67555,0.28809,0.95042,3.16023,3.52810
2020-05,9,2021-02,estacional,2.59195,2.40134,0.45504,1.11800,3.32621,3.69181
2020-06,9,2021-03,estacional,2.31252,2.59818,0.17634,0.83994,3.04653,3.40987
2020-07,9,2021-04,estacional,2.39255,2.38370,0.26219,0.96280,3.12517,3.48592
2020-08,9,2021-05,estacional,1.77739,2.44746,-0.34715,0.39047,2.50862,2.86678
2020-09,9,2021-06,estacional,2.09513,3.25461,-0.02359,0.75104,2.82497,3.18054
2020-10,9,2021-07,estacional,1.85553,3.81460,-0.25737,0.55427,2.58398,2.93696
2020-11,9,2021-08,estacional,2.58953,4.95280,0.48245,1.33110,3.31658,3.66698
2020-12,9,2021-09,estacional,2.33458,5.22957,0.23333,1.11899,3.06025,3.40806
2021-01,9,2021-10,estacional,2.93239,5.82601,0.83695,1.75963,3.65666,4.00188
2021-02,9,2021-11,estacional,2.23583,5.65515,0.14621,1.10590,2.95871,3.30135
2021-03,9,2021-12,estacional,2.46591,6.43039,0.38211,1.37881,3.18740,3.52745
2021-04,9,2022-01,estacional,1.86912,5.68492,-0.20885,0.82486,2.58922,2.92669
2021-05,9,2022-02,estacional,2.38357,6.14704,0.31142,1.34053,3.10335,3.43716
2021-06,9,2022-03,estacional,2.88398,6.82409,0.81765,1.84216,3.61521,4.02482
2021-07,9,2022-04,estacional,3.71320,7.96465,1.65269,2.67260,4.44893,4.89867
2021-08,9,2022-05,estacional,4.26882,8.09114,2.21413,3.22943,5.04744,5.58911
2021-09,9,2022-06,estacional,4.10662,8.81263,2.05775,3.06845,4.92043,5.85084
2021-10,9,2022-07,estacional,4.10527,8.74084,2.06222,3.06832,4.97297,6.30686
2021-11,9,2022-08,estacional,3.64345,8.39799,1.60622,2.60772,4.58147,6.31167
2021-12,9,2022-09,estacional,3.99307,8.52985,1.96167,2.95856,4.96312,6.88744
2022-01,9,2022-10,estacional,3.24144,8.27520,1.21585,2.20815,4.34499,6.41170
2022-02,9,2022-11,estacional,3.23351,8.44723,1.21375,2.20144,4.39299,6.82491
2022-03,9,2022-12,estacional,3.41003,8.45916,1.39609,2.38398,4.60417,7.19836
2022-04,9,2023-01,estacional,4.62074,8.66427,2.61262,3.60070,5.96925,8.49247
2022-05,9,2023-02,estacional,4.79959,8.64592,2.79729,3.78556,6.58678,8.67197
2022-06,9,2023-03,estacional,5.30002,8.40057,3.30354,4.29201,7.50161,9.24987
2022-07,9,2023-04,estacional,5.01995,7.96505,3.02930,4.01796,7.64840,9.09205
2022-08,9,2023-05,estacional,5.16543,7.89389,3.18060,4.16946,8.05961,9.55133
2022-09,9,2023-06,estacional,4.67288,6.46150,2.69387,3.68292,7.72517,9.24177
2022-10,9,2023-07,estacional,4.61383,5.88160,2.64064,3.62989,8.10198,9.27053
2022-11,9,2023-08,estacional,4.62978,5.57615,2.66241,3.65185,8.39848,9.34914
2022-12,9,2023-09,estacional,4.88576,5.04455,2.92421,3.91385,8.70155,9.71010
2023-01,9,2023-10,estacional,4.78301,4.34308,2.82729,3.81324,8.60468,9.60038
2023-02,9,2023-11,estacional,4.74296,3.63647,2.79305,3.77533,8.58449,9.55334
2023-03,9,2023-12,estacional,4.76961,3.23738,2.82553,3.80412,8.60874,9.57302
2023-04,9,2024-01,estacional,5.13600,3.02392,3.19774,4.17266,8.97273,9.93243
2023-05,9,2024-02,estacional,5.10350,3.29407,3.17106,4.14229,8.93783,9.89295
2023-06,9,2024-03,estacional,4.31749,3.04505,2.39087,3.35842,8.14941,9.09995
2023-07,9,2024-04,estacional,3.88107,2.42208,1.96027,2.92414,7.71060,8.65655
2023-08,9,2024-05,estacional,3.85653,2.00494,1.94155,2.90174,7.68365,8.62503
2023-09,9,2024-06,estacional,4.02028,2.28538,2.11113,3.06764,7.84501,8.78181
2023-10,9,2024-07,estacional,3.66506,2.12766,1.76172,2.71455,7.48738,8.41960
2023-11,9,2024-08,estacional,3.17964,2.03410,1.28085,2.20987,7.00131,7.93297
2023-12,9,2024-09,estacional,3.38774,1.77501,1.49351,2.36771,7.20876,8.13986
2024-01,9,2024-10,estacional,3.66139,2.00918,1.56497,2.62079,7.48176,8.41230
2024-02,9,2024-11,estacional,4.53288,2.27199,2.44167,3.45128,8.35259,9.28257
2024-03,9,2024-12,estacional,4.59836,1.96630,2.51237,3.40890,8.41742,9.34684
2024-04,9,2025-01,estacional,4.39156,1.85158,2.31079,3.04450,8.20996,9.13882
2024-05,9,2025-02,estacional,3.68947,1.47733,1.61392,2.22640,7.50723,8.43552
