origen,h,objetivo,modelo,pronostico,real
2023-08,8,2024-04,ingenuo,5.576147,2.422076
2023-08,9,2024-05,ingenuo,5.576147,2.004938
2023-08,10,2024-06,ingenuo,5.576147,2.285382
2023-08,11,2024-07,ingenuo,5.576147,2.127664
2023-08,12,2024-08,ingenuo,5.576147,2.034097
2023-08,1,2023-09,estacional,5.291261,5.044546
2023-08,2,2023-10,estacional,5.165589,4.343081
2023-08,3,2023-11,estacional,4.964425,3.636475
2023-08,4,2023-12,estacional,4.558215,3.237383
2023-08,5,2024-01,estacional,4.556491,3.023922
2023-08,6,2024-02,estacional,4.405624,3.294067
2023-08,7,2024-03,estacional,4.133231,3.045046
2023-08,8,2024-04,estacional,3.912311,2.422076
2023-08,9,2024-05,estacional,3.856528,2.004938
2023-08,10,2024-06,estacional,4.264592,2.285382
2023-08,11,2024-07,estacional,4.482216,2.127664
2023-08,12,2024-08,estacional,4.501735,2.034097
2023-08,1,2023-09,encuesta,,5.044546
2023-08,2,2023-10,encuesta,,4.343081
2023-08,3,2023-11,encuesta,,3.636475
2023-08,4,2023-12,encuesta,,3.237383
2023-08,5,2024-01,encuesta,,3.023922
2023-08,6,2024-02,encuesta,,3.294067
2023-08,7,2024-03,encuesta,,3.045046
2023-08,8,2024-04,encuesta,,2.422076
2023-08,9,2024-05,encuesta,,2.004938
2023-08,10,2024-06,encuesta,,2.285382
2023-08,11,2024-07,encuesta,,2.127664
2023-08,12,2024-08,encuesta,3.358333,2.034097
2023-08,1,2023-09,sarima,5.289934,5.044546
2023-08,2,2023-10,sarima,5.122537,4.343081
2023-08,3,2023-11,sarima,4.781879,3.636475
2023-08,4,2023-12,sarima,4.301535,3.237383
2023-08,5,2024-01,sarima,4.307288,3.023922
2023-08,6,2024-02,sarima,4.271519,3.294067
2023-08,7,2024-03,sarima,3.744422,3.045046
2023-08,8,2024-04,sarima,3.426744,2.422076
2023-08,9,2024-05,sarima,3.292387,2.004938
2023-08,10,2024-06,sarima,3.667907,2.285382
2023-08,11,2024-07,sarima,3.681959,2.127664
2023-08,12,2024-08,sarima,3.618223,2.034097
2023-08,1,2023-09,ridge,5.204858,5.044546
2023-08,2,2023-10,ridge,4.943195,4.343081
2023-08,3,2023-11,ridge,4.370742,3.636475
2023-08,4,2023-12,ridge,3.753552,3.237383
2023-08,5,2024-01,ridge,3.656004,3.023922
2023-08,6,2024-02,ridge,3.546655,3.294067
2023-08,7,2024-03,ridge,2.722965,3.045046
2023-08,8,2024-04,ridge,2.048025,2.422076
2023-08,9,2024-05,ridge,1.478115,2.004938
2023-08,10,2024-06,ridge,1.438455,2.285382
2023-08,11,2024-07,ridge,0.799931,2.127664
2023-08,12,2024-08,ridge,0.160527,2.034097
2023-08,1,2023-09,gbm,5.127646,5.044546
2023-08,2,2023-10,gbm,4.806764,4.343081
2023-08,3,2023-11,gbm,4.105543,3.636475
2023-08,4,2023-12,gbm,3.694802,3.237383
2023-08,5,2024-01,gbm,3.612488,3.023922
2023-08,6,2024-02,gbm,2.990624,3.294067
2023-08,7,2024-03,gbm,2.058529,3.045046
2023-08,8,2024-04,gbm,2.100511,2.422076
2023-08,9,2024-05,gbm,1.986625,2.004938
2023-08,10,2024-06,gbm,1.551109,2.285382
2023-08,11,2024-07,gbm,1.357315,2.127664
2023-08,12,2024-08,gbm,1.413744,2.034097
2023-09,1,2023-10,ingenuo,5.044546,4.343081
2023-09,2,2023-11,ingenuo,5.044546,3.636475
2023-09,3,2023-12,ingenuo,5.044546,3.237383
2023-09,4,2024-01,ingenuo,5.044546,3.023922
2023-09,5,2024-02,ingenuo,5.044546,3.294067
2023-09,6,2024-03,ingenuo,5.044546,3.045046
2023-09,7,2024-04,ingenuo,5.044546,2.422076
2023-09,8,2024-05,ingenuo,5.044546,2.004938
2023-09,9,2024-06,ingenuo,5.044546,2.285382
2023-09,10,2024-07,ingenuo,5.044546,2.127664
2023-09,11,2024-08,ingenuo,5.044546,2.034097
2023-09,12,2024-09,ingenuo,5.044546,1.775011
2023-09,1,2023-10,estacional,4.919169,4.343081
2023-09,2,2023-11,estacional,4.718477,3.636475
2023-09,3,2023-12,estacional,4.313218,3.237383
2023-09,4,2024-01,estacional,4.311498,3.023922
2023-09,5,2024-02,estacional,4.160985,3.294067
2023-09,6,2024-03,estacional,3.889230,3.045046
2023-09,7,2024-04,estacional,3.668827,2.422076
2023-09,8,2024-05,estacional,3.613176,2.004938
2023-09,9,2024-06,estacional,4.020284,2.285382
2023-09,10,2024-07,estacional,4.237398,2.127664
2023-09,11,2024-08,estacional,4.256870,2.034097
2023-09,12,2024-09,estacional,4.465145,1.775011
2023-09,1,2023-10,encuesta,,4.343081
2023-09,2,2023-11,encuesta,,3.636475
2023-09,3,2023-12,encuesta,,3.237383
2023-09,4,2024-01,encuesta,,3.023922
2023-09,5,2024-02,encuesta,,3.294067
2023-09,6,2024-03,encuesta,,3.045046
2023-09,7,2024-04,encuesta,,2.422076
2023-09,8,2024-05,encuesta,,2.004938
2023-09,9,2024-06,encuesta,,2.285382
2023-09,10,2024-07,encuesta,,2.127664
2023-09,11,2024-08,encuesta,,2.034097
2023-09,12,2024-09,encuesta,3.378125,1.775011
2023-09,1,2023-10,sarima,4.790929,4.343081
2023-09,2,2023-11,sarima,4.421097,3.636475
2023-09,3,2023-12,sarima,3.932073,3.237383
2023-09,4,2024-01,sarima,3.933744,3.023922
2023-09,5,2024-02,sarima,3.896135,3.294067
2023-09,6,2024-03,sarima,3.372258,3.045046
2023-09,7,2024-04,sarima,3.055690,2.422076
2023-09,8,2024-05,sarima,2.921682,2.004938
2023-09,9,2024-06,sarima,3.295795,2.285382
2023-09,10,2024-07,sarima,3.310661,2.127664
2023-09,11,2024-08,sarima,3.247707,2.034097
2023-09,12,2024-09,sarima,3.446861,1.775011
2023-09,1,2023-10,ridge,4.815733,4.343081
2023-09,2,2023-11,ridge,4.369877,3.636475
2023-09,3,2023-12,ridge,3.759497,3.237383
2023-09,4,2024-01,ridge,3.617536,3.023922
2023-09,5,2024-02,ridge,3.468929,3.294067
2023-09,6,2024-03,ridge,2.657636,3.045046
2023-09,7,2024-04,ridge,2.065005,2.422076
2023-09,8,2024-05,ridge,1.498058,2.004938
2023-09,9,2024-06,ridge,1.454011,2.285382
2023-09,10,2024-07,ridge,0.814086,2.127664
2023-09,11,2024-08,ridge,0.146055,2.034097
2023-09,12,2024-09,ridge,-0.094712,1.775011
2023-09,1,2023-10,gbm,4.752971,4.343081
2023-09,2,2023-11,gbm,4.305909,3.636475
2023-09,3,2023-12,gbm,3.867630,3.237383
2023-09,4,2024-01,gbm,3.841277,3.023922
2023-09,5,2024-02,gbm,3.407876,3.294067
2023-09,6,2024-03,gbm,2.257410,3.045046
2023-09,7,2024-04,gbm,2.422748,2.422076
2023-09,8,2024-05,gbm,2.630900,2.004938
2023-09,9,2024-06,gbm,2.892340,2.285382
2023-09,10,2024-07,gbm,2.702005,2.127664
2023-09,11,2024-08,gbm,2.298853,2.034097
2023-09,12,2024-09,gbm,2.588156,1.775011
2023-10,1,2023-11,ingenuo,4.343081,3.636475
2023-10,2,2023-12,ingenuo,4.343081,3.237383
2023-10,3,2024-01,ingenuo,4.343081,3.023922
2023-10,4,2024-02,ingenuo,4.343081,3.294067
2023-10,5,2024-03,ingenuo,4.343081,3.045046
2023-10,6,2024-04,ingenuo,4.343081,2.422076
2023-10,7,2024-05,ingenuo,4.343081,2.004938
2023-10,8,2024-06,ingenuo,4.343081,2.285382
2023-10,9,2024-07,ingenuo,4.343081,2.127664
2023-10,10,2024-08,ingenuo,4.343081,2.034097
2023-10,11,2024-09,ingenuo,4.343081,1.775011
2023-10,12,2024-10,ingenuo,4.343081,2.009180
2023-10,1,2023-11,estacional,4.143492,3.636475
2023-10,2,2023-12,estacional,3.740459,3.237383
2023-10,3,2024-01,estacional,3.738749,3.023922
2023-10,4,2024-02,estacional,3.589062,3.294067
2023-10,5,2024-03,estacional,3.318799,3.045046
2023-10,6,2024-04,estacional,3.099606,2.422076
2023-10,7,2024-05,estacional,3.044260,2.004938
2023-10,8,2024-06,estacional,3.449133,2.285382
2023-10,9,2024-07,estacional,3.665055,2.127664
2023-10,10,2024-08,estacional,3.684421,2.034097
2023-10,11,2024-09,estacional,3.891552,1.775011
2023-10,12,2024-10,estacional,4.380642,2.009180
2023-10,1,2023-11,encuesta,,3.636475
2023-10,2,2023-12,encuesta,,3.237383
2023-10,3,2024-01,encuesta,,3.023922
2023-10,4,2024-02,encuesta,,3.294067
2023-10,5,2024-03,encuesta,,3.045046
2023-10,6,2024-04,encuesta,,2.422076
2023-10,7,2024-05,encuesta,,2.004938
2023-10,8,2024-06,encuesta,,2.285382
2023-10,9,2024-07,encuesta,,2.127664
2023-10,10,2024-08,encuesta,,2.034097
2023-10,11,2024-09,encuesta,,1.775011
2023-10,12,2024-10,encuesta,3.329167,2.009180
2023-10,1,2023-11,sarima,3.811816,3.636475
2023-10,2,2023-12,sarima,3.266142,3.237383
2023-10,3,2024-01,sarima,3.246861,3.023922
2023-10,4,2024-02,sarima,3.204262,3.294067
2023-10,5,2024-03,sarima,2.676562,3.045046
2023-10,6,2024-04,sarima,2.358213,2.422076
2023-10,7,2024-05,sarima,2.222046,2.004938
2023-10,8,2024-06,sarima,2.590916,2.285382
2023-10,9,2024-07,sarima,2.600692,2.127664
2023-10,10,2024-08,sarima,2.533604,2.034097
2023-10,11,2024-09,sarima,2.730525,1.775011
2023-10,12,2024-10,sarima,3.205374,2.009180
2023-10,1,2023-11,ridge,3.861490,3.636475
2023-10,2,2023-12,ridge,3.256287,3.237383
2023-10,3,2024-01,ridge,3.170450,3.023922
2023-10,4,2024-02,ridge,2.977302,3.294067
2023-10,5,2024-03,ridge,2.024093,3.045046
2023-10,6,2024-04,ridge,1.391144,2.422076
2023-10,7,2024-05,ridge,0.866334,2.004938
2023-10,8,2024-06,ridge,0.766027,2.285382
2023-10,9,2024-07,ridge,0.128757,2.127664
2023-10,10,2024-08,ridge,-0.541110,2.034097
2023-10,11,2024-09,ridge,-0.849427,1.775011
2023-10,12,2024-10,ridge,-0.850006,2.009180
2023-10,1,2023-11,gbm,4.017884,3.636475
2023-10,2,2023-12,gbm,3.705969,3.237383
2023-10,3,2024-01,gbm,3.772952,3.023922
2023-10,4,2024-02,gbm,3.532561,3.294067
2023-10,5,2024-03,gbm,2.201247,3.045046
2023-10,6,2024-04,gbm,1.719026,2.422076
2023-10,7,2024-05,gbm,2.001485,2.004938
2023-10,8,2024-06,gbm,2.651371,2.285382
2023-10,9,2024-07,gbm,2.301761,2.127664
2023-10,10,2024-08,gbm,2.117183,2.034097
2023-10,11,2024-09,gbm,2.105268,1.775011
2023-10,12,2024-10,gbm,2.526177,2.009180
2023-11,1,2023-12,ingenuo,3.636475,3.237383
2023-11,2,2024-01,ingenuo,3.636475,3.023922
2023-11,3,2024-02,ingenuo,3.636475,3.294067
2023-11,4,2024-03,ingenuo,3.636475,3.045046
2023-11,5,2024-04,ingenuo,3.636475,2.422076
2023-11,6,2024-05,ingenuo,3.636475,2.004938
2023-11,7,2024-06,ingenuo,3.636475,2.285382
2023-11,8,2024-07,ingenuo,3.636475,2.127664
2023-11,9,2024-08,ingenuo,3.636475,2.034097
2023-11,10,2024-09,ingenuo,3.636475,1.775011
2023-11,11,2024-10,ingenuo,3.636475,2.009180
2023-11,12,2024-11,ingenuo,3.636475,2.271991
2023-11,1,2023-12,estacional,3.235405,3.237383
2023-11,2,2024-01,estacional,3.233703,3.023922
2023-11,3,2024-02,estacional,3.084745,3.294067
2023-11,4,2024-03,estacional,2.815798,3.045046
2023-11,5,2024-04,estacional,2.597672,2.422076
2023-11,6,2024-05,estacional,2.542596,2.004938
2023-11,7,2024-06,estacional,2.945497,2.285382
2023-11,8,2024-07,estacional,3.160368,2.127664
2023-11,9,2024-08,estacional,3.179639,2.034097
2023-11,10,2024-09,estacional,3.385762,1.775011
2023-11,11,2024-10,estacional,3.872472,2.009180
2023-11,12,2024-11,estacional,4.321046,2.271991
2023-11,1,2023-12,encuesta,,3.237383
2023-11,2,2024-01,encuesta,,3.023922
2023-11,3,2024-02,encuesta,,3.294067
2023-11,4,2024-03,encuesta,,3.045046
2023-11,5,2024-04,encuesta,,2.422076
2023-11,6,2024-05,encuesta,,2.004938
2023-11,7,2024-06,encuesta,,2.285382
2023-11,8,2024-07,encuesta,,2.127664
2023-11,9,2024-08,encuesta,,2.034097
2023-11,10,2024-09,encuesta,,1.775011
2023-11,11,2024-10,encuesta,,2.009180
2023-11,12,2024-11,encuesta,3.145833,2.271991
2023-11,1,2023-12,sarima,3.027426,3.237383
2023-11,2,2024-01,sarima,2.984876,3.023922
2023-11,3,2024-02,sarima,2.935178,3.294067
2023-11,4,2024-03,sarima,2.404034,3.045046
2023-11,5,2024-04,sarima,2.083907,2.422076
2023-11,6,2024-05,sarima,1.946231,2.004938
2023-11,7,2024-06,sarima,2.312606,2.285382
2023-11,8,2024-07,sarima,2.319925,2.127664
2023-11,9,2024-08,sarima,2.250709,2.034097
2023-11,10,2024-09,sarima,2.446660,1.775011
2023-11,11,2024-10,sarima,2.919847,2.009180
2023-11,12,2024-11,sarima,3.249078,2.271991
2023-11,1,2023-12,ridge,2.969657,3.237383
2023-11,2,2024-01,ridge,2.882659,3.023922
2023-11,3,2024-02,ridge,2.859547,3.294067
2023-11,4,2024-03,ridge,1.947826,3.045046
2023-11,5,2024-04,ridge,1.246811,2.422076
2023-11,6,2024-05,ridge,0.752308,2.004938
2023-11,7,2024-06,ridge,0.769939,2.285382
2023-11,8,2024-07,ridge,0.221691,2.127664
2023-11,9,2024-08,ridge,-0.410197,2.034097
2023-11,10,2024-09,ridge,-0.671757,1.775011
2023-11,11,2024-10,ridge,-0.671200,2.009180
2023-11,12,2024-11,ridge,-1.065778,2.271991
2023-11,1,2023-12,gbm,2.855542,3.237383
2023-11,2,2024-01,gbm,3.000993,3.023922
2023-11,3,2024-02,gbm,3.022970,3.294067
2023-11,4,2024-03,gbm,2.102000,3.045046
2023-11,5,2024-04,gbm,1.700064,2.422076
2023-11,6,2024-05,gbm,1.134041,2.004938
2023-11,7,2024-06,gbm,1.712937,2.285382
2023-11,8,2024-07,gbm,1.661401,2.127664
2023-11,9,2024-08,gbm,1.775313,2.034097
2023-11,10,2024-09,gbm,1.981883,1.775011
2023-11,11,2024-10,gbm,2.063466,2.009180
2023-11,12,2024-11,gbm,2.144902,2.271991
2023-12,1,2024-01,ingenuo,3.237383,3.023922
2023-12,2,2024-02,ingenuo,3.237383,3.294067
2023-12,3,2024-03,ingenuo,3.237383,3.045046
2023-12,4,2024-04,ingenuo,3.237383,2.422076
2023-12,5,2024-05,ingenuo,3.237383,2.004938
2023-12,6,2024-06,ingenuo,3.237383,2.285382
2023-12,7,2024-07,ingenuo,3.237383,2.127664
2023-12,8,2024-08,ingenuo,3.237383,2.034097
2023-12,9,2024-09,ingenuo,3.237383,1.775011
2023-12,10,2024-10,ingenuo,3.237383,2.009180
2023-12,11,2024-11,ingenuo,3.237383,2.271991
2023-12,12,2024-12,ingenuo,3.237383,1.966303
2023-12,1,2024-01,estacional,3.235682,3.023922
2023-12,2,2024-02,estacional,3.086721,3.294067
2023-12,3,2024-03,estacional,2.817769,3.045046
2023-12,4,2024-04,estacional,2.599639,2.422076
2023-12,5,2024-05,estacional,2.544561,2.004938
2023-12,6,2024-06,estacional,2.947471,2.285382
2023-12,7,2024-07,estacional,3.162346,2.127664
2023-12,8,2024-08,estacional,3.181617,2.034097
2023-12,9,2024-09,estacional,3.387744,1.775011
2023-12,10,2024-10,estacional,3.874463,2.009180
2023-12,11,2024-11,estacional,4.323046,2.271991
2023-12,12,2024-12,estacional,4.367656,1.966303
2023-12,1,2024-01,encuesta,,3.023922
2023-12,2,2024-02,encuesta,,3.294067
2023-12,3,2024-03,encuesta,,3.045046
2023-12,4,2024-04,encuesta,,2.422076
2023-12,5,2024-05,encuesta,,2.004938
2023-12,6,2024-06,encuesta,,2.285382
2023-12,7,2024-07,encuesta,,2.127664
2023-12,8,2024-08,encuesta,,2.034097
2023-12,9,2024-09,encuesta,,1.775011
2023-12,10,2024-10,encuesta,,2.009180
2023-12,11,2024-11,encuesta,,2.271991
2023-12,12,2024-12,encuesta,2.825000,1.966303
2023-12,1,2024-01,sarima,3.270049,3.023922
2023-12,2,2024-02,sarima,3.246851,3.294067
2023-12,3,2024-03,sarima,2.726910,3.045046
2023-12,4,2024-04,sarima,2.410063,2.422076
2023-12,5,2024-05,sarima,2.273730,2.004938
2023-12,6,2024-06,sarima,2.642317,2.285382
2023-12,7,2024-07,sarima,2.651736,2.127664
2023-12,8,2024-08,sarima,2.583827,2.034097
2023-12,9,2024-09,sarima,2.780596,1.775011
2023-12,10,2024-10,sarima,3.255133,2.009180
2023-12,11,2024-11,sarima,3.585931,2.271991
2023-12,12,2024-12,sarima,3.511430,1.966303
2023-12,1,2024-01,ridge,3.105394,3.023922
2023-12,2,2024-02,ridge,3.032975,3.294067
2023-12,3,2024-03,ridge,2.302531,3.045046
2023-12,4,2024-04,ridge,1.717466,2.422076
2023-12,5,2024-05,ridge,1.277020,2.004938
2023-12,6,2024-06,ridge,1.371909,2.285382
2023-12,7,2024-07,ridge,0.966995,2.127664
2023-12,8,2024-08,ridge,0.428577,2.034097
2023-12,9,2024-09,ridge,0.260996,1.775011
2023-12,10,2024-10,ridge,0.326072,2.009180
2023-12,11,2024-11,ridge,0.005753,2.271991
2023-12,12,2024-12,ridge,-0.736379,1.966303
2023-12,1,2024-01,gbm,3.293018,3.023922
2023-12,2,2024-02,gbm,3.227539,3.294067
2023-12,3,2024-03,gbm,2.774810,3.045046
2023-12,4,2024-04,gbm,2.158520,2.422076
2023-12,5,2024-05,gbm,2.012186,2.004938
2023-12,6,2024-06,gbm,2.120133,2.285382
2023-12,7,2024-07,gbm,2.000719,2.127664
2023-12,8,2024-08,gbm,2.261511,2.034097
2023-12,9,2024-09,gbm,2.357496,1.775011
2023-12,10,2024-10,gbm,2.660254,2.009180
2023-12,11,2024-11,gbm,2.892474,2.271991
2023-12,12,2024-12,gbm,2.786131,1.966303
2024-01,1,2024-02,ingenuo,3.023922,3.294067
2024-01,2,2024-03,ingenuo,3.023922,3.045046
2024-01,3,2024-04,ingenuo,3.023922,2.422076
2024-01,4,2024-05,ingenuo,3.023922,2.004938
2024-01,5,2024-06,ingenuo,3.023922,2.285382
2024-01,6,2024-07,ingenuo,3.023922,2.127664
2024-01,7,2024-08,ingenuo,3.023922,2.034097
2024-01,8,2024-09,ingenuo,3.023922,1.775011
2024-01,9,2024-10,ingenuo,3.023922,2.009180
2024-01,10,2024-11,ingenuo,3.023922,2.271991
2024-01,11,2024-12,ingenuo,3.023922,1.966303
2024-01,12,2025-01,ingenuo,3.023922,1.851583
2024-01,1,2024-02,estacional,2.875267,3.294067
2024-01,2,2024-03,estacional,2.606866,3.045046
2024-01,3,2024-04,estacional,2.389184,2.422076
2024-01,4,2024-05,estacional,2.334219,2.004938
2024-01,5,2024-06,estacional,2.736302,2.285382
2024-01,6,2024-07,estacional,2.950736,2.127664
2024-01,7,2024-08,estacional,2.969968,2.034097
2024-01,8,2024-09,estacional,3.175672,1.775011
2024-01,9,2024-10,estacional,3.661393,2.009180
2024-01,10,2024-11,estacional,4.109056,2.271991
2024-01,11,2024-12,estacional,4.153574,1.966303
2024-01,12,2025-01,estacional,4.358033,1.851583
2024-01,1,2024-02,encuesta,,3.294067
2024-01,2,2024-03,encuesta,,3.045046
2024-01,3,2024-04,encuesta,,2.422076
2024-01,4,2024-05,encuesta,,2.004938
2024-01,5,2024-06,encuesta,,2.285382
2024-01,6,2024-07,encuesta,,2.127664
2024-01,7,2024-08,encuesta,,2.034097
2024-01,8,2024-09,encuesta,,1.775011
2024-01,9,2024-10,encuesta,,2.009180
2024-01,10,2024-11,encuesta,,2.271991
2024-01,11,2024-12,encuesta,,1.966303
2024-01,12,2025-01,encuesta,2.637500,1.851583
2024-01,1,2024-02,sarima,2.913157,3.294067
2024-01,2,2024-03,sarima,2.362350,3.045046
2024-01,3,2024-04,sarima,2.034676,2.422076
2024-01,4,2024-05,sarima,1.894118,2.004938
2024-01,5,2024-06,sarima,2.259190,2.285382
2024-01,6,2024-07,sarima,2.266813,2.127664
2024-01,7,2024-08,sarima,2.197830,2.034097
2024-01,8,2024-09,sarima,2.393420,1.775011
2024-01,9,2024-10,sarima,2.865859,2.009180
2024-01,10,2024-11,sarima,3.194636,2.271991
2024-01,11,2024-12,sarima,3.119614,1.966303
2024-01,12,2025-01,sarima,3.320464,1.851583
2024-01,1,2024-02,ridge,2.842588,3.294067
2024-01,2,2024-03,ridge,2.185451,3.045046
2024-01,3,2024-04,ridge,1.647442,2.422076
2024-01,4,2024-05,ridge,1.173897,2.004938
2024-01,5,2024-06,ridge,1.262366,2.285382
2024-01,6,2024-07,ridge,0.962764,2.127664
2024-01,7,2024-08,ridge,0.529499,2.034097
2024-01,8,2024-09,ridge,0.340671,1.775011
2024-01,9,2024-10,ridge,0.517648,2.009180
2024-01,10,2024-11,ridge,0.419557,2.271991
2024-01,11,2024-12,ridge,-0.285307,1.966303
2024-01,12,2025-01,ridge,-0.503888,1.851583
2024-01,1,2024-02,gbm,2.836472,3.294067
2024-01,2,2024-03,gbm,2.132432,3.045046
2024-01,3,2024-04,gbm,2.029109,2.422076
2024-01,4,2024-05,gbm,1.670648,2.004938
2024-01,5,2024-06,gbm,2.232230,2.285382
2024-01,6,2024-07,gbm,1.728599,2.127664
2024-01,7,2024-08,gbm,1.630748,2.034097
2024-01,8,2024-09,gbm,2.094929,1.775011
2024-01,9,2024-10,gbm,2.518733,2.009180
2024-01,10,2024-11,gbm,2.687005,2.271991
2024-01,11,2024-12,gbm,2.295179,1.966303
2024-01,12,2025-01,gbm,2.517991,1.851583
2024-02,1,2024-03,ingenuo,3.294067,3.045046
2024-02,2,2024-04,ingenuo,3.294067,2.422076
2024-02,3,2024-05,ingenuo,3.294067,2.004938
2024-02,4,2024-06,ingenuo,3.294067,2.285382
2024-02,5,2024-07,ingenuo,3.294067,2.127664
2024-02,6,2024-08,ingenuo,3.294067,2.034097
2024-02,7,2024-09,ingenuo,3.294067,1.775011
2024-02,8,2024-10,ingenuo,3.294067,2.009180
2024-02,9,2024-11,ingenuo,3.294067,2.271991
2024-02,10,2024-12,ingenuo,3.294067,1.966303
2024-02,11,2025-01,ingenuo,3.294067,1.851583
2024-02,12,2025-02,ingenuo,3.294067,1.477329
2024-02,1,2024-03,estacional,3.024574,3.045046
2024-02,2,2024-04,estacional,2.806006,2.422076
2024-02,3,2024-05,estacional,2.750817,2.004938
2024-02,4,2024-06,estacional,3.154537,2.285382
2024-02,5,2024-07,estacional,3.369844,2.127664
2024-02,6,2024-08,estacional,3.389154,2.034097
2024-02,7,2024-09,estacional,3.595696,1.775011
2024-02,8,2024-10,estacional,4.083393,2.009180
2024-02,9,2024-11,estacional,4.532879,2.271991
2024-02,10,2024-12,estacional,4.577578,1.966303
2024-02,11,2025-01,estacional,4.782870,1.851583
2024-02,12,2025-02,estacional,4.447670,1.477329
2024-02,1,2024-03,encuesta,,3.045046
2024-02,2,2024-04,encuesta,,2.422076
2024-02,3,2024-05,encuesta,,2.004938
2024-02,4,2024-06,encuesta,,2.285382
2024-02,5,2024-07,encuesta,,2.127664
2024-02,6,2024-08,encuesta,,2.034097
2024-02,7,2024-09,encuesta,,1.775011
2024-02,8,2024-10,encuesta,,2.009180
2024-02,9,2024-11,encuesta,,2.271991
2024-02,10,2024-12,encuesta,,1.966303
2024-02,11,2025-01,encuesta,,1.851583
2024-02,12,2025-02,encuesta,2.645833,1.477329
2024-02,1,2024-03,sarima,2.868491,3.045046
2024-02,2,2024-04,sarima,2.583616,2.422076
2024-02,3,2024-05,sarima,2.456564,2.004938
2024-02,4,2024-06,sarima,2.827287,2.285382
2024-02,5,2024-07,sarima,2.830955,2.127664
2024-02,6,2024-08,sarima,2.756915,2.034097
2024-02,7,2024-09,sarima,2.953909,1.775011
2024-02,8,2024-10,sarima,3.429647,2.009180
2024-02,9,2024-11,sarima,3.757421,2.271991
2024-02,10,2024-12,sarima,3.678846,1.966303
2024-02,11,2025-01,sarima,3.881988,1.851583
2024-02,12,2025-02,sarima,3.603073,1.477329
2024-02,1,2024-03,ridge,2.653665,3.045046
2024-02,2,2024-04,ridge,2.242141,2.422076
2024-02,3,2024-05,ridge,1.940097,2.004938
2024-02,4,2024-06,ridge,2.084380,2.285382
2024-02,5,2024-07,ridge,1.753171,2.127664
2024-02,6,2024-08,ridge,1.398683,2.034097
2024-02,7,2024-09,ridge,1.289069,1.775011
2024-02,8,2024-10,ridge,1.354972,2.009180
2024-02,9,2024-11,ridge,1.091007,2.271991
2024-02,10,2024-12,ridge,0.515605,1.966303
2024-02,11,2025-01,ridge,0.309435,1.851583
2024-02,12,2025-02,ridge,-0.237268,1.477329
2024-02,1,2024-03,gbm,2.755697,3.045046
2024-02,2,2024-04,gbm,2.316572,2.422076
2024-02,3,2024-05,gbm,2.254233,2.004938
2024-02,4,2024-06,gbm,2.612775,2.285382
2024-02,5,2024-07,gbm,2.451586,2.127664
2024-02,6,2024-08,gbm,2.131229,2.034097
2024-02,7,2024-09,gbm,1.980564,1.775011
2024-02,8,2024-10,gbm,2.508220,2.009180
2024-02,9,2024-11,gbm,2.466620,2.271991
2024-02,10,2024-12,gbm,2.738760,1.966303
2024-02,11,2025-01,gbm,2.643045,1.851583
2024-02,12,2025-02,gbm,2.669405,1.477329
2024-03,1,2024-04,ingenuo,3.045046,2.422076
2024-03,2,2024-05,ingenuo,3.045046,2.004938
2024-03,3,2024-06,ingenuo,3.045046,2.285382
2024-03,4,2024-07,ingenuo,3.045046,2.127664
2024-03,5,2024-08,ingenuo,3.045046,2.034097
2024-03,6,2024-09,ingenuo,3.045046,1.775011
2024-03,7,2024-10,ingenuo,3.045046,2.009180
2024-03,8,2024-11,ingenuo,3.045046,2.271991
2024-03,9,2024-12,ingenuo,3.045046,1.966303
2024-03,10,2025-01,ingenuo,3.045046,1.851583
2024-03,11,2025-02,ingenuo,3.045046,1.477329
2024-03,12,2025-03,ingenuo,3.045046,1.277180
2024-03,1,2024-04,estacional,2.826434,2.422076
2024-03,2,2024-05,estacional,2.771235,2.004938
2024-03,3,2024-06,estacional,3.175035,2.285382
2024-03,4,2024-07,estacional,3.390385,2.127664
2024-03,5,2024-08,estacional,3.409699,2.034097
2024-03,6,2024-09,estacional,3.616281,1.775011
2024-03,7,2024-10,estacional,4.104076,2.009180
2024-03,8,2024-11,estacional,4.553650,2.271991
2024-03,9,2024-12,estacional,4.598359,1.966303
2024-03,10,2025-01,estacional,4.803691,1.851583
2024-03,11,2025-02,estacional,4.468425,1.477329
2024-03,12,2025-03,estacional,4.506053,1.277180
2024-03,1,2024-04,encuesta,,2.422076
2024-03,2,2024-05,encuesta,,2.004938
2024-03,3,2024-06,encuesta,,2.285382
2024-03,4,2024-07,encuesta,,2.127664
2024-03,5,2024-08,encuesta,,2.034097
2024-03,6,2024-09,encuesta,,1.775011
2024-03,7,2024-10,encuesta,,2.009180
2024-03,8,2024-11,encuesta,,2.271991
2024-03,9,2024-12,encuesta,,1.966303
2024-03,10,2025-01,encuesta,,1.851583
2024-03,11,2025-02,encuesta,,1.477329
2024-03,12,2025-03,encuesta,2.556250,1.277180
2024-03,1,2024-04,sarima,2.822728,2.422076
2024-03,2,2024-05,sarima,2.719217,2.004938
2024-03,3,2024-06,sarima,3.100932,2.285382
2024-03,4,2024-07,sarima,3.113980,2.127664
2024-03,5,2024-08,sarima,3.046273,2.034097
2024-03,6,2024-09,sarima,3.244401,1.775011
2024-03,7,2024-10,sarima,3.720987,2.009180
